Unnamed: 0,Case_Number,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,fatal_injury,shark_species,month_incident,country_code,continent,lat,long,geometry
2260,1997.02.20,1997,Unprovoked,Reunion,L'Etang-Sale,,Unknown,M,,Hand injured,N,12:00,Unknown,,,Feb,Unknown,Unknown,-21.1309332,55.5265771,POINT (55.5265771 -21.1309332)
2261,1997.02.03,1997,Boat,Australia,New South Wales,"Iron Cove, Sydney",Rowing,F,49,"Bruised, when shark struck scull & catapulted her into the water",N,12:00,Unknown,,,Feb,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2262,1997.01.25,1997,Unprovoked,Australia,Queensland,"Whitehaven Beach, Whitsundays Island",Snorkeling,M,27,"Left leg lacerated, punctures to right leg",N,11:00  11:30, shark,,,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2263,1997.01.20,1997,Unprovoked,Australia,Western Australia,Geraldton,Surfing,M,41,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered ",Y,18:00,"Tiger shark, ",FATAL,tiger shark,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2264,1997.01.03,1997,Unprovoked,Reunion,Unknown,la Pointe-au-Sel,Spearfishing,M,,FATAL,Y,18:00,Bull shark,FATAL,bull shark,Jan,Unknown,Unknown,-21.1309332,55.5265771,POINT (55.5265771 -21.1309332)
2265,1997.01.01,1997,Boat,Australia,Victoria,"Seal Rocks, Phillip Island",Watching,Unknown,,"No injury to occupants, shark bit 2 of the dinghy's 3 floation chambers",N,18:00,White shark,,white shark,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2266,1996.12.29,1996,Unprovoked,Australia,Queensland,Coolum Beach,Surfing,M,18,Unknown,Unknown,18:00,Unknown,,,Dec,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2267,1996.12.10,1996,Unprovoked,South Africa,Eastern Cape Province,"Duck Pond, Sardina Bay near Port Elizabeth",Surfing,M,,Elbow bitten,N,16:15,White shark,,white shark,Dec,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2268,1996.12.00,1996,Unprovoked,New Caledonia,Unknown,,Spearfishing,M,,"Presumed fatal, only his shark-bitten speargun recovered",Y,16:15,Unknown,FATAL,,Dec,NC,OC,-21.3019905,165.4880773,POINT (165.4880773 -21.3019905)
2269,1996.12.00,1996,Unprovoked,New Caledonia,South Province,L'llot Maetre,Attempting,F,,Hand bitten,N,16:15,Unknown,,,Dec,NC,OC,-21.3019905,165.4880773,POINT (165.4880773 -21.3019905)
2270,1996.11.29,1996,Unprovoked,USA,California,"Salmon Creek Beach, Sonoma County",Surfing,M,45,Single laceration on ankle & board bitten,N,08:30, white shark,,white shark,Nov,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2271,1996.11.18,1996,Unprovoked,USA,Florida,"Coral Cove Park, Palm Beach County",Surfing,M,26,Right foot bitten,N,17:00,Unknown,,,Nov,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2272,1996.10.28,1996,Unprovoked,Brazil,Pernambuco,Barra de Jangada,Surfing,Unknown,,Leg bitten,N,17:00,Unknown,,,Oct,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
2273,1996.10.28,1996,Unprovoked,Brazil,Pernambuco,Barra de Jangada,Surfing,M,,Survived,N,17:00,Unknown,,,Oct,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
2274,1996.10.09,1996,Unprovoked,Japan,Miyako Island,Boragawa Beach,Swimming,M,,FATAL,Y,17:00,Unknown,FATAL,,Oct,JP,AS,36.5748441,139.2394179,POINT (139.2394179 36.5748441)
2275,1996.10.05,1996,Unprovoked,USA,California,"Dillon Beach, Marin County",Surfing,M,22,Lower leg bitten,N,13:00, white shark,,white shark,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2276,1996.10.03,1996,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,21,"4"" laceration on left forearm",N,08:30,shark,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2277,1996.10.03,1996,Unprovoked,USA,California,"North Salmon Creek Beach, Sonoma County",Surfing,M,31,"No Injury, shark struck his board",N,07:19, white shark,,white shark,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2278,1996.10.00,1996,Unprovoked,Brazil,Pernambuco,,Unknown,Unknown,,Survived,N,07:19,Unknown,,,Oct,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
2279,1996.09.18,1996,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,14,4 or 5 lacerations on left ankle,N,13:37,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2280,1996.09.06,1996,Unprovoked,New Zealand,Chatham Islands ,Waihere Bay,Diving,M,23,"Back, arms & wrist severely lacerated",N,10:00,White shark,,white shark,Sep,NZ,OC,-41.5000831,172.8344077,POINT (172.8344077 -41.5000831)
2281,1996.09.06,1996,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing/,M,19,Small puncture wounds and lacerations on right leg just below knee,N,12:15,young shark,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2283,1996.09.02,1996,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Sitting,M,28,Small lacerations on left foot,N,13:25,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2284,1996.09.01,1996,Invalid,USA,South Carolina,"Garden City Beach, Horry County",Boogie,F,28,Minor injuries to foot,Unknown,18:30,Shark involvement not confirmed,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2285,1996.09.01,1996,Provoked,South Africa,KwaZulu-Natal,Hibberdene,Spearfishing,M,29,No injury  PROVOKED INCIDENT,N,07:19,White shark,,white shark,Sep,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2286,1996.08.29,1996,Unprovoked,USA,Hawaii,"Paukukalo, Maui",Surfing,M,19,Right calf bitten,N,16:00,"Tiger shark, ",,tiger shark,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2287,1996.08.13,1996,Unprovoked,USA,California,"Bird Rock, Tomales Point",Free,M,36,"Left shoulder, forearm, hand & abdomen lacerated",N,11:15,white shark,,white shark,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2288,1996.08.11,1996,Unprovoked,USA,Florida,"Bayshore Garden, Sarasota Bay, Sarasota County",Wade,M,21,"No injury, towed by shark that grabbed stringer of fish tied to his waist",N,14:00, hammerhead shark,,hammerhead shark,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2289,1996.07.26,1996,Unprovoked,USA,Florida,"Wiggins Pass, Collier County",Standing,F,8,Survived,N,19:30,Unknown,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2290,1996.07.23,1996,Unprovoked,Japan,Miyako,Hirara City,Swimming,M,52,"FATAL, torso & abdomen bitten,  forearm severedL",Y,19:30, white shark,FATAL,white shark,Jul,JP,AS,36.5748441,139.2394179,POINT (139.2394179 36.5748441)
2291,1996.07.23,1996,Unprovoked,Unknown,"South Sinai, Gulf of Aqaba","1 km off the mouth of Marsa Bereika, north of Ras Mohammed",Free,M,,"Bitten on back, shoulder & chest",N,18:00,said involve an oceanic whitetip shark,,oceanic whitetip shark,Jul,Unknown,Unknown,25.029422,-77.36195598496681,POINT (-77.36195598496681 25.029422)
2292,1996.07.21,1996,Unprovoked,USA,Massachusetts,"Truro (Cape Cod), Barnstable County",Swimming,M,46,Lacerations to left leg & right foot ,N,18:00, shark,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2293,1996.07.20,1996,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,9,Laceration to right arm,N,13:30,Unknown,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2294,1996.07.14,1996,Unprovoked,USA,Hawaii,"Nakalele Point, Maui",Unknown,Unknown,,No details,Unknown,13:30,Unknown,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2295,1996.07.10,1996,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Unknown,M,18,Right foot bitten,N,13:45,Unknown,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2296,1996.07.04,1996,Unprovoked,USA,Florida,"Public Beach, Siesta Key, Sarasota County",Standing,F,63,Laceration on left foot,N,14:00, shark,,,Jul,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2297,1996.07.04,1996,Unprovoked,Bahamas,Cat Cay,,Diving,M,24,Left leg lacerated,N,14:00,Unknown,,,Jul,BS,,24.7736546,-78.0000547,POINT (-78.00005470000001 24.7736546)
2298,1996.06.25,1996,Unprovoked,USA,South Carolina,"Fripp Island, Beaufort County",Surfing,F,24,"Lacerations to left shin, heel & foot",N,18:30,Unknown,,,Jun,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2299,1996.06.06,1996,Unprovoked,Australia,Victoria,"Suicide Point, Point Leo",Surfing,M,,"No injury, board bitten",N,17:30,white shark,,white shark,Jun,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2300,1996.06.04,1996,Unprovoked,South Africa,KwaZulu-Natal,LaMercy,Surfing,M,,Survived,N,17:30,Unknown,,,Jun,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2301,1996.05.28,1996,Unprovoked,South Africa,Western Cape Province,"The Steps, Wilderness",Surfing,M,17,Leg bitten,N,14:45,white shark ,,white shark,May,ZA,AF,-28.8166236,24.991639,POINT (24.991639 -28.8166236)
2302,1996.05.24,1996,Invalid,Australia,New South Wales,"Wreck of paddle steamer, Koputai, 6 km off Bondi Beach",Tech,M,45,"FATAL, but shark involvement prior to death was not confirmed",Y,14:45,Shark involvement prior death suspected but not confirmed,FATAL,,May,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2303,1996.05.18,1996,Unprovoked,USA,Florida,"South of Ponce Inlet, Volusia County",Surfing,M,22,Right foot & ankle bitten,N,13:40,shark,,,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2304,1996.05.10,1996,Unprovoked,South Korea,Unknown,,Shell,M,33,FATAL,Y,11:00,Unknown,FATAL,,May,KR,AS,36.638392,127.6961188,POINT (127.6961188 36.638392)
2305,1996.05.07,1996,Unprovoked,USA,Florida,"Shark Shallows, Ponce Inlet, Volusia County",Surfing,M,27,Left foot & leg bitten,N,11:06, cc blacktip or spinner shark,,spinner shark,May,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2306,1996.04.28,1996,Unprovoked,USA,Hawaii,"La'ie Point, O'ahu",Unknown,M,,No details,Unknown,11:06,Unknown,,,Apr,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2307,1996.04.25,1996,Unprovoked,Australia,New South Wales,Mona Vale,Swimming,M,11,Puncture wounds on upper left thigh ,N,11:06,Wobbegong shark,,wobbegong shark,Apr,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2308,1996.04.25,1996,Unprovoked,Australia,New South Wales,Mona Vale,Swimming,F,16,Puncture wounds on leg ,N,11:06,Wobbegong shark,,wobbegong shark,Apr,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2309,1996.04.07,1996,Unprovoked,Brazil,Pernambuco,"Boa Viagem, Recife",Swimming,M,,FATAL,Y,11:06,Unknown,FATAL,,Apr,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
2310,1996.03.05,1996,Unprovoked,Australia,Queensland,Heron Island,Swimming,F,47,Left arm & leg lacerated,N,07:00,Tiger shark,,tiger shark,Mar,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2311,1996.03.00,1996,Unprovoked,Australia,New South Wales,Lord Howe Island,Fishing,M,7,Left calf bitten,N,07:00,shark,,,Mar,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2312,1996.02.26,1996,Unprovoked,Australia,New South Wales,"Charles Street Wharf, Parramatta River",Diving,M,24,Left leg & right testicle bitten,N,21:30,Bronze whaler shark,,bronze whaler,Feb,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2313,1996.02.19,1996,Provoked,USA,Missouri,St. Louis,Swimming,F,32,5 punctures to hand from captive shark PROVOKED INCIDENT,N,21:30,nurse shark,,nurse shark,Feb,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2314,1996.02.10,1996,Unprovoked,Papua New Guinea,Madang Province,Madang,Unknown,M,,FATAL,Y,21:30,Unknown,FATAL,,Feb,PG,OC,-5.6816069,144.2489081,POINT (144.2489081 -5.6816069)
2315,1996.02.10,1996,Unprovoked,Papua New Guinea,Madang Province,Madang,Unknown,Unknown,,Thigh,N,21:30,Unknown,,,Feb,PG,OC,-5.6816069,144.2489081,POINT (144.2489081 -5.6816069)
2316,1996.02.10,1996,Unprovoked,Papua New Guinea,Madang Province,Madang,Diving,Unknown,14,Leg severed FATAL,Y,21:30,Unknown,FATAL,,Feb,PG,OC,-5.6816069,144.2489081,POINT (144.2489081 -5.6816069)
2317,1996.02.05,1996,Sea Disaster,Dominican Republic,12 miles off the north coast,Boeing 757 enroute from Porta Plata,Boeing,Unknown,,"106 bodies were recovered, some had been bitten by sharks",Y,21:30,Unknown,,,Feb,DO,,19.0974031,-70.3028026,POINT (-70.30280260000001 19.0974031)
2318,1996.02.04,1996,Unprovoked,Australia,New South Wales,"Ned's Beach, Lord Howe Island",Swimming,M,7,Ankles injured,N,18:30,reef shark,,,Feb,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2319,1996.01.23,1996,Provoked,USA,Florida,"Florida Keys, Monroe County",Wading,M,33,Shark bit his leg after he grabbed its tail & wouldn't let go PROVOKED INCIDENT,N,18:30,"Nurse shark,  ",,nurse shark,Jan,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2320,1996.01.22,1996,Unprovoked,Australia,Queensland,"Brown's Inlet, Broadwater",Swimming,F,13,Lacerations to left calf,N,18:30,Bronze whaler shark,,bronze whaler,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2321,1996.01.16,1996,Unprovoked,USA,Hawaii,"Ka’eleki’I Point, Maui",Swimming&,M,53,Lacerations to left foot & right shin,N,15:45,Possibly tiger shark,,tiger shark,Jan,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2322,1996.01.14,1996,Unprovoked,Australia,Western Australia,"Mutton Bird Island, Albany",Unknown,Unknown,,No details,Unknown,15:45,Unknown,,,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2323,1996.01.12,1996,Boat,Australia,New South Wales,Eight-mile reef off Port Kembla,Chumming,Unknown,,"No injury to occupants; shark rammed, bit & sank boat ",N,10:00,"Mako shark, ",,mako shark,Jan,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2324,1996.01.10,1996,Unprovoked,Reunion,Saint-Paul ,Embouchure de l'étang de Saint Paul,Surfing,M,25,FATAL,Y,16:00,"Tiger shark, [lb] ",FATAL,tiger shark,Jan,Unknown,Unknown,-21.1309332,55.5265771,POINT (55.5265771 -21.1309332)
2325,1996.00.00,1996,Unprovoked,Fiji,Taveuni,,Unknown,M,,FATAL,Y,16:00,"Tiger shark, ",FATAL,tiger shark,,FJ,OC,-18.1239696,179.0122737,POINT (179.0122737 -18.1239696)
2326,1996.00.00,1996,Unprovoked,USA,North Carolina,,Surfing,M,,Survived,N,16:00,Tiger shark,,tiger shark,,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2327,1995.12.18,1995,Unprovoked,USA,Hawaii,Southwest of O'ahu,Unknown,M,,No details,Unknown,16:00,Unknown,,,Dec,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2328,1995.11.29,1995,Unprovoked,New Zealand,"Chatham Islands, east of New  Zealand",,"Diving,",M,22,Leg & chest lacerated,N,16:00, white shark,,white shark,Nov,NZ,OC,-41.5000831,172.8344077,POINT (172.8344077 -41.5000831)
2329,1995.11.25,1995,Invalid,USA,Hawaii,"Ha'ena, Kaua'i",Unknown,M,,Minor injury,Unknown,16:00,Shark involvement not confirmed,,,Nov,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2331,1995.11.17,1995,Unprovoked,Australia,Queensland,Great Keppel Island,Unknown,M,,Survived,N,16:00,Unknown,,,Nov,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2332,1995.10.28,1995,Unprovoked,USA,Florida,,Boogie,M,13,Lacerations to right foot,N,16:00,Unknown,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2333,1995.10.21,1995,Unprovoked,USA,Florida,"North Beach, St. Lucie County",Surfing,M,17,Foot bitten,N,16:00,Unknown,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2334,1995.10.11,1995,Unprovoked,Australia,Queensland,"Pialba, Hervey Bay",Playing/,F,15,Laceration to thigh,N,14:30,shark,,,Oct,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2335,1995.10.01,1995,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,39,Right arm injured,N,11:30,   shark,,,Oct,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2336,1995.09.30,1995,Unprovoked,USA,Florida,"Crescent Beach, St. Augustine, St. Johns County",Surfing,M,14,4 punctures in left foot,N,08:30, shark,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2337,1995.09.30,1995,Unprovoked,USA,Florida,"North Beach, Hutchinson Island, St. Lucie County",Surfing,M,17,Leg & ankle bitten,N,08:30,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2338,1995.09.28,1995,Unprovoked,USA,California,"Davenport Landing, Santa Cruz County",Surfing,M,25,"Right foot bruised, board bitten",N,17:30,white shark,,white shark,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2339,1995.09.19,1995,Unprovoked,USA,Florida,"Matanzas Bay Inlet, St. Johns County",Surfing,M,19,Left arm & hand lacerated,N,17:30,shark,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2340,1995.09.17,1995,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,19,Left elbow and bicep bitten,N,15:40,Unknown,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2341,1995.09.16,1995,Unprovoked,Reunion,Saint-Denis,,Surfing,M,,FATAL,Y,15:40,Unknown,FATAL,,Sep,Unknown,Unknown,-21.1309332,55.5265771,POINT (55.5265771 -21.1309332)
2342,1995.09.13,1995,Unprovoked,USA,Florida,"Alligator Reef, off Islamorada, Monroe County",Diving,M,25,"Presumed FATAL, body not recovered",Y,15:40, bull shark,FATAL,bull shark,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2343,1995.09.11,1995,Unprovoked,Australia,Western Australia,"Honeymoon Island, near Hopetown",Abalone(near),M,29,"FATAL, head, shoulder and arm severed, remains recovered at Munglinup Beach on 9/13/1995",Y,15:00,White shark,FATAL,white shark,Sep,AU,OC,-24.7761086,134.755,POINT (134.755 -24.7761086)
2344,1995.09.03,1995,Unprovoked,USA,California,"Shelter Cove, Humboldt County",Abalone(resting),M,32,Lower leg bitten,N,16:00, white shark,,white shark,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2345,1995.09.03,1995,Invalid,USA,North Carolina,"Bald Head Island, Brunswick County",Swimming,M,9,Laceration to lower leg,Unknown,16:00,Shark involvement not confirmed,,,Sep,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2346,1995.08.31,1995,Unprovoked,USA,Florida,"North Beach Inlet, St. Lucie County",Surfing,M,19,Left hand & forearm bitten,N,16:00, shark,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2347,1995.08.31,1995,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",On,M,44,Puncture wounds on ankle & leg,N,16:00,Unknown,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2348,1995.08.27,1995,Unprovoked,Brazil,Pernambuco,"Boa Viagem, Recife",Surfing,M,,Survived,N,16:00,Unknown,,,Aug,BR,SA,-10.3333333,-53.2,POINT (-53.2 -10.3333333)
2349,1995.08.26,1995,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",Surfing,M,16,Left elbow bitten,N,18:30, shark,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2350,1995.08.26,1995,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County",Surfing,M,18,4 puncture wounds on right pinky finger,N,14:10,small shark,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2351,1995.08.25,1995,Unprovoked,USA,North Carolina,"Off Masonboro Island, New Hanover County",Swimming,M,16,Left arm bitten,N,"""21:30""", shark,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2352,1995.08.22,1995,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Swimming,M,23,Right foot bitten,N,18:30,sand shark,,sand shark,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2353,1995.08.22,1995,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County",Surfing,M,19,Bottom of left foot gashed,N,19:00,small shark,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2354,1995.08.21,1995,Unprovoked,USA,North Carolina,Cape Lookout Bight,Diving,Unknown,,No injury,N,19:00,Two  sharks,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2355,1995.08.19,1995,Unprovoked,Tonga,Vava’u,Near Tapana Island,Fishing,M,18,Upper left thigh avulsed  ,N,15:00,small shark,,,Aug,TO,OC,-19.9160819,-175.202642,POINT (-175.202642 -19.9160819)
2356,1995.08.15,1995,Unprovoked,USA,Florida,"Daytona Beach, Volusia County ",Wading,M,20,Thigh lacerated,N,08:30,shark,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2357,1995.08.13,1995,Invalid,USA,North Carolina,"Emerald Isle, Carteret County",Swimming,M,15,Death resulted fom drowning; tiger shark bites were post-mortem,Unknown,08:30,Invalid,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2358,1995.08.10,1995,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,20,Laceration to left heel,N,13:30,Unknown,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2359,1995.08.10,1995,Unprovoked,USA,South Carolina,"Ocean Lakes Campground, south of Myrtle Beach, Horry County","""Riding""",F,14,Left foot bitten,N,13:30,Blacktip shark,,blacktip shark,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2360,1995.08.07,1995,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County ",Surfing,M,12,Multiple bites on right leg and knee,N,14:10, shark,,,Aug,US,,39.7837304,-100.445882,POINT (-100.445882 39.7837304)
2361,1995.08.01,1995,Invalid,Tonga,Vava’u,Neiafu,Fishing,M,,Finger broken when 1.8 m [6'] hooked grey reef shark  grabbed his catch,Unknown,14:10,Invalid,,,Aug,TO,OC,-19.9160819,-175.202642,POINT (-175.202642 -19.9160819)
